pas_id	chrom	start	end	strand	assigned_gene_id	n_samestrand_gene_bodies	gene_name	gene_biotype	n_pairs_replicated	max_patient_support	max_abs_effect	disclosure
455156	8	60620940	60620941	+	ENSG00000104388	1	RAB2A	protein_coding	7	5	0.40113	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455159	8	60621871	60621892	+	ENSG00000104388	1	RAB2A	protein_coding	3	3	0.34833	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455160	8	60621998	60622001	+	ENSG00000104388	1	RAB2A	protein_coding	8	5	0.58897	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455162	8	60622781	60623096	+	ENSG00000104388	1	RAB2A	protein_coding	3	4	0.19284	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455316	8	61624534	61624542	-	ENSG00000198363	1	ASPH	protein_coding	1	3	0.36631	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455438	8	63212066	63212786	+	ENSG00000185728	1	YTHDF3	protein_coding	3	3	0.46379	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455581	8	65710076	65710562	+	ENSG00000066855	1	MTFR1	protein_coding	2	3	0.80524	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455939	8	66859507	66861299	+	ENSG00000104205	1	SGK3	protein_coding	1	2	0.48153	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455941	8	66861866	66861867	+	ENSG00000104205	1	SGK3	protein_coding	2	3	0.72992	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
455971	8	66988218	66988418	-	ENSG00000178125	1	PPP1R42	protein_coding	1	2	0.13177	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
456088	8	67197644	67198136	-	ENSG00000066777	1	ARFGEF1	protein_coding	1	3	0.38902	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
456415	8	70109766	70109892	-	ENSG00000140396	1	NCOA2	protein_coding	1	2	0.36282	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
456568	8	70573217	70573488	-	ENSG00000067167	1	TRAM1	protein_coding	2	2	0.25235	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
456569	8	70574169	70574977	-	ENSG00000067167	1	TRAM1	protein_coding	2	3	0.33229	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
457025	8	73946093	73946149	-	ENSG00000154582	1	ELOC	protein_coding	1	2	0.15794	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
457045	8	73981691	73981863	+	ENSG00000175606	1	TMEM70	protein_coding	3	2	0.31721	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
457888	8	81477778	81478504	-	ENSG00000170323	1	FABP4	protein_coding	3	2	0.65626	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
457890	8	81479437	81479535	-	ENSG00000170323	1	FABP4	protein_coding	4	4	0.88841	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
458621	8	90044848	90045157	+	ENSG00000104325	1	DECR1	protein_coding	2	5	0.42183	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459283	8	96230852	96231033	-	ENSG00000156467	1	UQCRB	protein_coding	1	2	0.13603	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459286	8	96231772	96231857	-	ENSG00000156467	1	UQCRB	protein_coding	4	4	0.19963	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459574	8	97725964	97725981	+	ENSG00000147649	1	MTDH	protein_coding	1	2	0.22540	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459575	8	97726309	97726314	+	ENSG00000147649	1	MTDH	protein_coding	3	4	0.40892	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459579	8	97729801	97730260	+	ENSG00000147649	1	MTDH	protein_coding	2	2	0.12565	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459627	8	98041720	98041770	-	ENSG00000156482	1	RPL30	protein_coding	6	3	0.26265	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
459634	8	98044937	98045001	-	ENSG00000156482	1	RPL30	protein_coding	3	2	0.17829	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460111	8	99878148	99878149	-	ENSG00000164919	1	COX6C	protein_coding	1	2	0.46408	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460140	8	100153517	100153669	+	ENSG00000147669	1	POLR2K	protein_coding	1	2	0.27348	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460141	8	100153778	100153900	+	ENSG00000147669	1	POLR2K	protein_coding	5	2	0.68452	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460142	8	100154001	100154003	+	ENSG00000147669	1	POLR2K	protein_coding	2	2	0.60918	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460192	8	100241436	100242108	+	ENSG00000104450	1	SPAG1	protein_coding	1	2	0.60181	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460511	8	100916843	100917296	-	ENSG00000164924	1	YWHAZ	protein_coding	1	2	0.11813	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460512	8	100918547	100918930	-	ENSG00000164924	1	YWHAZ	protein_coding	5	5	0.37613	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460515	8	100919688	100920005	-	ENSG00000164924	1	YWHAZ	protein_coding	5	5	0.46922	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
460844	8	102204455	102205037	-	ENSG00000048392	1	RRM2B	protein_coding	2	3	0.60056	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461034	8	102826305	102826402	-	ENSG00000155096	1	AZIN1	protein_coding	3	3	0.44827	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461262	8	103382554	103383021	+	ENSG00000164932	1	CTHRC1	protein_coding	9	4	0.85682	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461272	8	103398428	103399801	-	ENSG00000164933	2	SLC25A32	protein_coding	1	2	0.42845	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461695	8	106752252	106752694	+	ENSG00000164830	1	OXR1	protein_coding	1	2	0.63862	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461772	8	108233363	108233394	-	ENSG00000104408	1	EIF3E	protein_coding	4	3	0.16535	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
461893	8	109343540	109343671	+	ENSG00000120533	1	ENY2	protein_coding	9	5	0.38979	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
462269	8	116644831	116645013	-	ENSG00000147677	1	EIF3H	protein_coding	1	2	0.06860	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
462343	8	116845933	116845995	-	ENSG00000164754	1	RAD21	protein_coding	1	2	0.22277	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
462424	8	117799362	117799850	-	ENSG00000182197	1	EXT1	protein_coding	3	6	0.27261	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
462812	8	119243520	119244618	+	ENSG00000147676	1	MAL2	protein_coding	1	2	0.64632	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
463375	8	122974043	122974514	+	ENSG00000178764	1	ZHX2	protein_coding	2	3	0.21814	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
463382	8	123013343	123014460	-	ENSG00000136986	1	DERL1	protein_coding	2	2	0.39042	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
463384	8	123015199	123015287	-	ENSG00000136986	1	DERL1	protein_coding	6	3	0.45587	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
463693	8	124311382	124312613	-	ENSG00000164983	1	TMEM65	protein_coding	1	2	0.29732	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
464631	8	129841469	129842000	-	ENSG00000153310	1	FAM49B	protein_coding	11	5	0.55555	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
464745	8	130052094	130053354	-	ENSG00000153317	1	ASAP1	protein_coding	1	2	0.41216	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
465016	8	132012744	132013642	+	ENSG00000132294	1	EFR3A	protein_coding	1	2	0.55254	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
465250	8	133036727	133036730	-	ENSG00000155926	1	SLA	protein_coding	1	2	0.35118	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
466472	8	143579693	143579728	-	ENSG00000104529	1	EEF1D	protein_coding	1	2	0.23085	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
466594	8	143915152	143915153	-	ENSG00000178209	1	PLEC	protein_coding	1	2	0.19200	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
466620	8	143993261	143993263	+	ENSG00000178719	1	GRINA	protein_coding	1	2	0.17096	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
466621	8	143993371	143993416	+	ENSG00000178719	1	GRINA	protein_coding	2	2	0.40779	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
466880	8	144790357	144790636	-	ENSG00000161016	1	RPL8	protein_coding	3	2	0.11748	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467006	9	14468	14796	-	ENSG00000181404	1	WASHC1	protein_coding	2	2	0.53576	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467037	9	121041	121089	-	ENSG00000172785	1	CBWD1	protein_coding	2	2	0.18178	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467038	9	121406	121411	-	ENSG00000172785	1	CBWD1	protein_coding	3	3	0.32850	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467254	9	465142	465270	+	ENSG00000107099	1	DOCK8	protein_coding	1	5	0.38694	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467471	9	2193576	2193625	+	ENSG00000080503	1	SMARCA2	protein_coding	6	5	0.52556	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
467920	9	4711277	4711278	-	ENSG00000147853	1	AK3	protein_coding	1	2	0.32006	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
468210	9	5775698	5776557	+	ENSG00000107036	1	RIC1	protein_coding	2	2	0.38409	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
468419	9	6506626	6507054	+	ENSG00000147854	1	UHRF2	protein_coding	1	2	0.55060	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
468996	9	15163621	15164646	-	ENSG00000155158	1	TTC39B	protein_coding	2	2	0.56267	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469413	9	19115760	19116006	-	ENSG00000147872	1	PLIN2	protein_coding	3	4	0.40415	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469415	9	19116185	19116256	-	ENSG00000147872	1	PLIN2	protein_coding	4	2	0.55579	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469425	9	19123197	19123683	-	ENSG00000147872	1	PLIN2	protein_coding	4	3	0.21803	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469549	9	19372247	19374144	+	ENSG00000137145	1	DENND4C	protein_coding	2	5	0.58017	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469558	9	19376184	19376314	-	ENSG00000137154	1	RPS6	protein_coding	4	2	0.21871	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
469851	9	21331018	21331415	-	ENSG00000198642	1	KLHL9	protein_coding	2	2	0.64936	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470323	9	27560423	27561349	-	ENSG00000147894	1	C9orf72	protein_coding	2	2	0.35484	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470592	9	32540543	32541612	-	ENSG00000197579	1	TOPORS	protein_coding	2	2	0.46640	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470691	9	33038952	33039678	+	ENSG00000086061	1	DNAJA1	protein_coding	1	2	0.31225	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470693	9	33039901	33039907	+	ENSG00000086061	1	DNAJA1	protein_coding	8	4	0.49048	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470750	9	33110641	33110642	-	ENSG00000086062	1	B4GALT1	protein_coding	11	6	0.56603	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
470836	9	33281450	33281565	+	ENSG00000086065	1	CHMP5	protein_coding	5	4	0.28363	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471044	9	33921692	33922333	-	ENSG00000137073	1	UBAP2	protein_coding	2	4	0.49742	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471414	9	35056063	35056082	-	ENSG00000165280	1	VCP	protein_coding	1	3	0.14791	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471416	9	35056556	35056612	-	ENSG00000165280	1	VCP	protein_coding	7	4	0.51973	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471417	9	35056877	35056954	-	ENSG00000165280	1	VCP	protein_coding	7	5	0.46125	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471767	9	36162589	36162590	+	ENSG00000122694	1	GLIPR2	protein_coding	6	5	0.64019	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471770	9	36163908	36163909	+	ENSG00000122694	1	GLIPR2	protein_coding	3	2	0.32301	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
471849	9	36336395	36336800	-	ENSG00000137075	1	RNF38	protein_coding	2	4	0.44175	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
472353	9	37866584	37867669	+	ENSG00000122741	1	DCAF10	protein_coding	1	2	0.23569	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
472917	9	41131673	41131752	-	ENSG00000215126	1	CBWD6	protein_coding	1	2	0.27377	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474110	9	65681749	65681830	+	ENSG00000147996	1	CBWD5	protein_coding	1	2	0.20720	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474156	9	65733597	65733674	+	ENSG00000147996	1	CBWD5	protein_coding	3	3	0.22325	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474157	9	65733993	65734041	+	ENSG00000147996	1	CBWD5	protein_coding	1	2	0.11111	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474477	9	68247788	68248078	+	ENSG00000196873	1	CBWD3	protein_coding	2	2	0.24967	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474517	9	68299568	68299647	+	ENSG00000196873	1	CBWD3	protein_coding	2	2	0.22307	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474518	9	68299954	68300012	+	ENSG00000196873	1	CBWD3	protein_coding	2	2	0.14605	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474642	9	69008714	69009176	+	ENSG00000107242	1	PIP5K1B	protein_coding	3	2	0.65789	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474790	9	69757466	69758213	-	ENSG00000188647	1	PTAR1	protein_coding	1	2	0.74167	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
474940	9	70354430	70354873	+	ENSG00000198887	1	SMC5	protein_coding	2	2	0.54814	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475046	9	71683365	71684079	-	ENSG00000135048	1	CEMIP2	protein_coding	2	2	0.35218	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475324	9	72350920	72352002	-	ENSG00000107372	1	ZFAND5	protein_coding	4	4	0.39552	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475329	9	72354233	72354503	-	ENSG00000107372	1	ZFAND5	protein_coding	6	4	0.44647	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475330	9	72354711	72354778	-	ENSG00000107372	1	ZFAND5	protein_coding	2	2	0.33672	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475331	9	72354982	72355185	-	ENSG00000107372	1	ZFAND5	protein_coding	2	2	0.35736	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475332	9	72355542	72356003	-	ENSG00000107372	1	ZFAND5	protein_coding	9	4	0.52160	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475430	9	73170176	73170393	+	ENSG00000135046	1	ANXA1	protein_coding	1	2	0.06481	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475562	9	75146835	75146847	+	ENSG00000134996	1	OSTF1	protein_coding	1	2	0.23790	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475563	9	75146990	75147198	+	ENSG00000134996	1	OSTF1	protein_coding	4	3	0.42542	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475740	9	76503677	76504259	+	ENSG00000187210	1	GCNT1	protein_coding	1	2	0.71416	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475996	9	77717284	77718405	-	ENSG00000156052	1	GNAQ	protein_coding	2	2	0.28680	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
475997	9	77718715	77720805	-	ENSG00000156052	1	GNAQ	protein_coding	2	4	0.39387	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
476619	9	83659962	83660132	-	ENSG00000135018	1	UBQLN1	protein_coding	2	2	0.47735	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
476748	9	83968082	83968474	-	ENSG00000165119	1	HNRNPK	protein_coding	8	6	0.39354	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
477137	9	86287732	86288287	-	ENSG00000083223	1	TUT7	protein_coding	2	2	0.39609	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
477328	9	87731258	87731469	+	ENSG00000135047	1	CTSL	protein_coding	1	4	0.23891	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
477900	9	92210206	92210803	-	ENSG00000196305	1	IARS1	protein_coding	3	5	0.51659	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
478006	9	92456204	92456577	-	ENSG00000106819	1	ASPN	protein_coding	3	2	1.00000	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
478293	9	93446362	93446505	-	ENSG00000188938	1	FAM120AOS	protein_coding	2	4	0.47440	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
478336	9	93566104	93566115	+	ENSG00000048828	1	FAM120A	protein_coding	1	2	0.28532	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
478578	9	94460762	94460920	+	ENSG00000148110	1	MFSD14B	protein_coding	2	3	0.42599	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
478797	9	95086755	95087437	+	ENSG00000148120	1	AOPEP	protein_coding	1	2	0.38598	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479489	9	98015437	98015658	+	ENSG00000136938	1	ANP32B	protein_coding	1	2	0.20447	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479541	9	98082965	98083077	+	ENSG00000095380	1	NANS	protein_coding	9	4	0.45292	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479837	9	99865180	99865713	+	ENSG00000119508	1	NR4A3	protein_coding	2	3	0.34894	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479838	9	99865934	99866352	+	ENSG00000119508	1	NR4A3	protein_coding	1	2	0.20661	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479840	9	99866888	99866891	+	ENSG00000119508	1	NR4A3	protein_coding	4	4	0.39852	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
479917	9	99971555	99972327	+	ENSG00000136874	1	STX17	protein_coding	1	2	0.21539	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480184	9	101562795	101563345	+	ENSG00000155827	1	RNF20	protein_coding	1	2	0.51881	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480437	9	105390972	105391422	+	ENSG00000070214	1	SLC44A1	protein_coding	3	5	0.67846	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480464	9	105438377	105438504	+	ENSG00000070214	1	SLC44A1	protein_coding	3	4	0.61117	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480651	9	107330741	107330893	+	ENSG00000119318	1	RAD23B	protein_coding	3	4	0.38315	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480823	9	109015151	109015624	-	ENSG00000106771	1	TMEM245	protein_coding	2	5	0.47036	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
480824	9	109016440	109017346	-	ENSG00000106771	1	TMEM245	protein_coding	1	5	0.34672	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
481258	9	111669402	111669546	+	ENSG00000244115	2	DNAJC25-GNG10	protein_coding	1	2	0.18988	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
481261	9	111670225	111670242	+	ENSG00000244115	2	DNAJC25-GNG10	protein_coding	8	5	0.58906	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
481371	9	111934917	111935413	+	ENSG00000148154	1	UGCG	protein_coding	1	4	0.43647	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
481475	9	112218603	112218604	-	ENSG00000119314	1	PTBP3	protein_coding	2	3	0.32866	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
481783	9	113163276	113164140	+	ENSG00000136867	1	SLC31A2	protein_coding	2	2	0.44794	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482009	9	114333248	114333256	+	ENSG00000228278	1	ORM2	protein_coding	3	2	0.87121	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482120	9	114597852	114598153	+	ENSG00000136888	1	ATP6V1G1	protein_coding	4	4	0.22172	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482121	9	114598287	114598598	+	ENSG00000136888	1	ATP6V1G1	protein_coding	4	3	0.16387	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482649	9	120759086	120759580	-	ENSG00000119402	1	FBXW2	protein_coding	2	2	0.44783	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482652	9	120764142	120764659	-	ENSG00000119402	1	FBXW2	protein_coding	2	2	0.43570	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482677	9	120816052	120816818	-	ENSG00000095261	1	PSMD5	protein_coding	1	3	0.40792	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482856	9	121179272	121180077	-	ENSG00000119396	1	RAB14	protein_coding	1	2	0.29294	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482914	9	121338986	121339077	-	ENSG00000148175	1	STOM	protein_coding	3	4	0.39048	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
482917	9	121340066	121340598	-	ENSG00000148175	1	STOM	protein_coding	2	3	0.43422	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483012	9	122241503	122241667	-	ENSG00000119446	1	RBM18	protein_coding	1	2	0.38748	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483101	9	122849436	122849822	-	ENSG00000056586	1	RC3H2	protein_coding	1	2	0.50370	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483256	9	123104114	123104866	+	ENSG00000011454	1	RABGAP1	protein_coding	4	3	0.61522	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483526	9	124351106	124351458	+	ENSG00000119408	1	NEK6	protein_coding	1	2	0.37099	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483529	9	124353464	124353477	-	ENSG00000136930	1	PSMB7	protein_coding	1	2	0.17040	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
483744	9	125146572	125147044	-	ENSG00000119414	1	PPP6C	protein_coding	1	3	0.27579	own-gene 3'UTR verified vs GTF; audit only, not a published ranked list (20 disclosure 1, issue #99)
